קוד מקווה מים,שם תחנה,נחל/קבוצה,תאריך,מעבדה,Collector,pH,Temp (°C),Doxsat (%),Do (mg/l),Ec (Mmho/cm),Secchi (Cm),Nju (Jackson),צבע שדה,Q (m³/h),Dept (m),Turb (NTU),Hardness (mg/l),Ntot (mg/l),BODt (mg/l),BODs (mg/l),CODt (mg/l),CODs (mg/l),NH4 (mg/l),NO3 (mg/l),NO2 (mg/l),PO4 (mg/l),SO4 (mg/l),ABS (mg/l),Psos (mg/l),Ptot (mg/l),TKN (mg/l),TSS105 (mg/l),TSS550 (mg/l),TS (mg/l),TDS (mg/l),CO3 (mg/l),H2S (mg/l),HCO3 (mg/l),Rem_Cl (mg/l),Toc (mg/l),Minoil (mg/l),TPH (mg/l),Fcoli (cfu/100 ml),Ecoli (cfu/100 ml),TOTB (cfu/ml),Fstrp (cfu/100 ml),Coli (cfu/100 ml),Fentr (cfu/100 ml),Pseud (cfu/100 ml),Cl (mg/l),F (mg/l),Ca (mg/l),Mg (mg/l),Na (mg/l),K (mg/l),Br (mg/l),B (mg/l),Al (mg/l),Cd (mg/l),Cu (mg/l),Fe (mg/l),Ni (mg/l),Zn (mg/l),S (mg/l),Ti (mg/l),Si (mg/l),Pb (mg/l),Ag (mg/l),Cr (mg/l),Mn (mg/l),Co (mg/l),Li (mg/l),Ba (mg/l),Sr (mg/l),Mo (mg/l),As (mg/l),Sn (mg/l),Hg (mg/l),V (mg/l),Se (mg/l),Be (mg/l),Sb (mg/l),Xylene (µ/l),Toluen (µ/l),Benzen (µ/l),Note
572,ליד מרחביה,נחל חרוד,16/10/2001,בקטוכם,הלל גלזמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,14/4/2002,בקטוכם,הלל גלזמן,7.4,22,6.8,75,3.3,,,,,,,,,9,,98,,0.2,,,2.18,0.05,,,,3.4,15,,,,,,,,,5,,240,,,,,,,812,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,20/10/2002,בקטוכם,הלל גלזמן,7.4,21.5,72,6.4,2.5,,,,,,,,,5,,56,,0.57,,,7.5,0.4,,,,2.2,11,,,,,,,,,,,5100,,,,,,,496,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,29/5/2003,בקטוכם,הלל גלזמן,7.9,27.8,191,15.2,3.7,,,,,,,,,6.9,,276,,0.4,84.4,,2.5,0.74,,,,0.5,12,,,,,,,,,5,,4200,,,,,,,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,30/10/2003,בקטוכם,הלל גלזמן,8.5,22,138,11.8,2.74,,,,,,,,,2.1,,61,,0.05,19.6,,3.4,0.05,,,,2.2,27,,,,,,,,,5,,6400,,,,,,,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,6/5/2004,בקטוכם,הלל גלזמן,7.8,25.2,167,13.6,2.75,,,,,,,,,1.4,,58,,0.05,,,0.8,0.1,,,,1.4,12,,,,,,,,,,,2200,,,,,,,744,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,14/10/2004,בקטוכם,הלל גלזמן,8,25,138,11.1,3.05,,,,,,,,,1.1,,72,,0.7,,,0.6,,,,,0.6,9,,,,,,,,,,,4600,,,,,,,1042,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,16/5/2005,בקטוכם,הלל גלזמן,8.04,23.8,97,8,2.58,,,,,,,,,14,,29,,8.2,1,0.47,,,,,3,9.8,13,,,,,,,,,,,360,,,,,,,697,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 10.3
572,ליד מרחביה,נחל חרוד,30/10/2005,בקטוכם,הלל גלזמן,7.91,20.4,116,9.9,3.21,,,,,,,,6.4,1,,52,,0.2,5.6,0.018,,,,,0.2,0.8,5,,,,,,,,,,,7800,,,,,,,905,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,9/5/2006,בקטוכם,הלל גלזמן,7.6,20.7,104,9,2.97,,,,,,,,11.6,2.7,,20,,0.53,6.63,1.65,,,,,0.8,3.3,5,,,,,,,,4.9,,,5900,,,,,,,886,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,16/4/2007,בקטוכם,הלל גלזמן,7.64,19.7,127,10.7,2.48,,,,,,,,10.8,7.3,,58,,0.05,9.7,1.12,,,,,0.6,0.1,12,,,,,,,,,,,2300,,,,,,,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,15/10/2007,בקטוכם,הלל גלזמן,7.71,23.1,93,7.5,1.82,,,,,,,,6.9,1,,68,,0.05,6.6,0.025,,,,,0.2,0.3,33,,,,,,,,,,,7900,,,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,1/5/2008,בקטוכם,הלל גלזמן,8.06,18.4,93,8.4,4.31,,,,,,,,,3.5,,26,,0.3,14.9,0.14,,,,,0.2,0.8,24,,,,,,,,4.5,,,920,,,,,,,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,4/11/2008,בקטוכם,הלל גלזמן,7.75,21,92,7.8,4,,,,,,,,3.3,2.5,,108,,0.05,0.2,0.13,,,,,1.6,3.2,26,,,,,,,,28,,,2400,,,,,,,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,20/4/2009,בקטוכם,הלל גלזמן,8.17,20,93,7.9,1.16,,,,,,,,11.1,0.7,,34,,0.05,9.9,0.2,,,,,0.15,1,24,,,,,,,,7.3,,,3200,,,,,,,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,11/10/2009,בקטוכם,הלל גלזמן,7.26,28.8,136,10.3,3.66,,,,,,,,21.9,0.4,,28,,0.05,19.9,0.11,,,,,0.04,1.9,5,,,,,,,,6,,,16000,,,,,,,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,18/4/2010,בקטוכם,הלל גלזמן,7.61,17.8,71,5,2.79,,,,,,,,15.7,1.5,,37,,0.4,13.7,0.93,,,,,3.5,1.1,12,,,,,,,,3.8,,,3200,,,,,,,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,13/10/2010,בקטוכם,הלל גלזמן,7.6,25.2,90,7.5,3.32,,,,,,,,2.5,0.7,,32,,0.05,1,0.02,,,,,0.39,1.5,5,,,,,,,,10.2,,,1500,,,,,,,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,20/6/2011,בקטוכם,הלל גלזמן,7.64,26.5,82,6.5,4.03,,,,,,,,9.6,1,,82,,0.2,96.6,0.11,,,,,0.1,2.9,85,,,,,,,,30,,,12000,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,25/10/2011,,הלל גלזמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,24/5/2012,בקטוכם,הלל גלזמן,8.14,30.5,104,8.1,4,,,,,,,,27.75,4.5,,38,,0.05,24.7,0.95,,,,,0.43,2.1,164,,,,,,,,9.9,,,3100,,,,,,,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,14/11/2012,בקטוכם,הלל גלזמן,7.59,22.7,76,6.7,2.5,,,,,,,,9.86,1.6,,36,,0.05,8.8,0.18,,,,,0.11,0.88,5,,,,,,,,6,,,10000,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,29/4/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,18.47,3,,30,,0.05,17.4,0.3,,,,,7,0.77,28,,,,,,,,4.2,,,6800,,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,30/10/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,10.5,0.5,,32,,0.05,9.4,0.002,,,,,0.3,1.1,70,,,,,,,,9.5,,,2400,,,,,,,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,14/5/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,19.5,1,,35,,0.8,1.5,0.002,,,,,0.2,2,5,,,,,,,,6.5,,,350,,,,,,,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,22/10/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,42.101,39,,210,,30,0.2,0.001,,,,,2.5,41.9,25,,,,,,,,67.2,,,84000,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,15/6/2015,,הלל גלזמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,14/10/2015,,הלל גלזמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,19/5/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.91,4.5,,35,,5.23,0.2,0.001,,,,,1.17,7.9,50,,,,,,,,9.253,,,5200,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,14/5/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.71,2.5,,35,,0.2,3.2,0.01,,,,,0.22,1.5,19,,,,,,,,3.792,,,230,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,30/10/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,10.42,1.5,,36,,0.2,8.9,0.041,,,,,0.13,1.48,1,,,,,,,,6.85,,,6300,,,,,,,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,31/5/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.39,0.5,,35,,0.2,6.57,0.024,,,,,0.27,0.8,1,,,,,,,,5.1,,,12000,,,,,,,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,22/10/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,6.2,0.5,,38,,0.05,3.68,0.081,,,,,0.22,2.44,26,,,,,,,,11.16,,,73000,,,,,,,962.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,7/5/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,9.89,0.9,,35,,0.05,7.85,0.318,,,,,0.22,1.72,36,,,,,,,,3.87,,,520,,,,,,,839.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,25/11/2019,בקטוכם,דותן חרוש,,,,,,,,,,,,,14.89,2.2,,35,,0.05,13.31,0.004,,,,,0.14,1.58,1,,,,,,,,2.73,,,1800,,,,,,,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,30/4/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,14.22,3.1,,35,,0.05,12.81,0.015,,,,,0.14,1.39,1,,,,,,,,3.96,,,1800,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,11/10/2020,בקטוכם,דותן חרוש,,,,,,,,,,,,,18,14,,75,,2,9.68,1.08,,,,,0.57,7.34,27,,,,,,,,25.16,,,150000000,,,,,,,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,12/5/2021,בקטוכם,דותן חרוש,,,,,,,,,,,,,13.02,1.2,,35,,0.05,10.5,0.111,,,,,0.2,2.41,5.5,,,,,,,,4.79,,,1500,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,17/10/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,7.7,0.8,,35,,0.1,6.94,0.015,,,,,0.12,0.74,1,,,,,,,,4.21,,,1300,,,,,,,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים צלולים, זרימה חלשה יחסית, צמחיית גדות מכוסחים."
572,ליד מרחביה,נחל חרוד,18/5/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,11.62,0.9,,35,,0.1,9.47,0.065,,,,,0.16,2.08,1,,,,,,,,3.67,,,3100,,,670,,,,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים צלולים, זרימה יפה."
572,ליד מרחביה,נחל חרוד,22/11/2022,בקטוכם,אורית כץ,,,,,,,,,,,,,4.97,0.5,,35,,0.1,3.02,0.116,,,,,0.28,1.83,3.5,,,,,,,,2.49,,,8700,,,1900,,,,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים צלולים, ספיקה חלשה, אבל ביחס לנחל חרוד ספיקה טובה. כיסוח גדות בוצע בימים האחרונים."
572,ליד מרחביה,נחל חרוד,30/4/2023,בקטוכם,אורית כץ,,,,,,,,,,,,,8.54,1.23,,35,,0.81,5.53,0.545,,,,,0.28,2.46,6,,,,,,,,2.73,,,780,,,250,,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,6/12/2023,בקטוכם,הגר סבטי,,,,,,,,,,,,,9.14,2.2,,41,,0.1,7.33,0.519,,,,,0.19,1.29,12,,,,,,,,13.61,,,360000,,,31000,,,,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,7/5/2024,בקטוכם,אורית כץ,,,,,,,,,,,,,14.9,0.5,,35,,0.1,13.47,0.122,,,,,0.21,1.31,14.5,,,2410,,,,,4,,,16000,,,1400,,,,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,27/3/1995,,,8.12,19.4,101,9,3.7,0.05,,ירוק,,0.2,,,,37,,19,,8.4,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,21/11/1995,,,7.35,17,80,7.5,3.86,15,,חום,,0.25,,,,5,,122,,0.8,,,,,0.01,,,,160,,,,,,,,,,,,,,,,,,1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,9/8/1996,,הלל גלזמן,8.06,27.8,100,7.8,4.16,15,,צלול,,0.1,,,,8.6,,50,,,,,,,,,,8.53,132,,,,,,,,,,,,,,,,,,1081,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,13/11/1996,,הלל גלזמן,8.2,15.6,86,8.4,3.52,0.1,,חום,,0.1,,,,14,,73.5,,,,,,,,,,7.88,164,,,,,,,,,,,,,,,,,,920.6,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,28/8/1997,,הלל גלזמן,9.61,25.5,59,4.8,13.4,,,,,,,,,7.9,,66.5,,,,,,,,,,38.6,183,,,,,,,,,,,,,,,,,,3590.4,,,,,,,1.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,19/5/1998,,הלל גלזמן,7.9,24.8,97,8,3.98,,,,,,,,,13,,43,,,,,1,,,,,6.1,96,,,,,,,,,,,,,,,,,,1160,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,4/11/1998,,הלל גלזמן,7.8,23.7,94,8.2,5.5,,,,,,,,,11.5,,84,,,,,1.8,,,,,11.2,136,,,,,,,,,,,,,,,,,,1544,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,11/5/1999,,הלל גלזמן,7.8,29.6,175,13.3,11.4,,,,,,,,,4.5,,53,,,,,0.7,,,,,1.8,54,,,,,,,,,,,,,,,,,,3084,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,16/11/1999,,הלל גלזמן,8.6,19.1,113,10.4,6.6,,,,,,,,,10.5,,170,,,,,,,,,0.57,3.3,123,,,,,,,,,,,490,,,,,,,2091,,140,190,930,38,,0.97,0.55,0.01,0.005,0.62,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,14/5/2000,,הלל גלזמן,7.8,29.1,150,11.7,13.3,,,,,,,,,15.6,,107,,1.03,,,4,0.4,,,,4.6,64,,,,,,,,,1,,2000,,,,,,,3615,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,2/10/2000,,הלל גלזמן,9.2,31.9,260,19.5,3.94,,,,,,,,,6.6,,90,,0.02,,,2.9,0.7,,,,6.7,226,,,,,,,,,1,,240,,,,,,,1173,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,1/5/2001,בקטוכם,הלל גלזמן,8.2,27.6,206,16.5,13.8,,,,,,,,,5,,112,,1.9,,,1.1,0.3,,,,1.9,28,,,,,,,,,5,,30,,,,,,,3814,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,16/10/2001,בקטוכם,הלל גלזמן,8.6,27.9,121,12.5,7.1,,,,,,,,,9.3,,110,,0.4,,,2.8,0.2,,,,4.1,126,,,,,,,,,5,,1900,,,,,,,2099,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,14/4/2002,בקטוכם,הלל גלזמן,7.5,22,21.1,258,7.03,,,,,,,,,21,,114,,0.07,,,1.74,0.05,,,,6.4,45,,,,,,,,,5,,30,,,,,,,2045,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,20/10/2002,בקטוכם,הלל גלזמן,7.4,22,102,9.2,5.5,,,,,,,,,13,,104,,0.05,,,1.2,0.05,,,,3,37,,,,,,,,,,,28000,,,,,,,1602,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,29/5/2003,בקטוכם,הלל גלזמן,8.1,25.1,133,11,9.6,,,,,,,,,5.75,,272,,1.1,72.2,,1.5,0.46,,,,2.4,18,,,,,,,,,5,,220,,,,,,,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,30/10/2003,בקטוכם,הלל גלזמן,8.1,21.5,140,12.3,7.8,,,,,,,,,6.7,,54,,0.05,41,,2.8,0.49,,,,3.7,74,,,,,,,,,5,,390,,,,,,,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,6/5/2004,בקטוכם,הלל גלזמן,7.6,26.3,160,13.1,7.81,,,,,,,,,17.4,,96,,0.05,,,2.1,0.65,,,,1.8,123,,,,,,,,,,,130,,,,,,,2304,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,14/10/2004,בקטוכם,הלל גלזמן,7.8,26.6,95,7.8,5.25,,,,,,,,,11.3,,68,,0.1,,,1.1,,,,,2.4,61,,,,,,,,,,,2300,,,,,,,1949,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,16/5/2005,בקטוכם,הלל גלזמן,8.52,29.3,334,26,7.54,,,,,,,,,9.7,,60,,0.05,1.4,0.098,,,,,1.6,5,61,,,,,,,,,,,870,,,,,,,2489,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 6.5
576,ליד מועצה אזורית גלבוע,נחל חרוד,30/10/2005,בקטוכם,הלל גלזמן,7.8,22,104,8.6,7.14,,,,,,,,7.5,14,,64,,0.3,2.3,0.09,,,,,0.3,5.1,106,,,,,,,,,,,500,,,,,,,2304,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,9/5/2006,בקטוכם,הלל גלזמן,7.9,25.2,112,9.7,8.85,,,,,,,,17.2,4.8,,48,,0.5,13.6,0.36,,,,,0.9,3.2,98,,,,,,,,15.1,,,290,,,,,,,3084,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,19/10/2006,בקטוכם,הלל גלזמן,7.6,25.4,53,4.3,4.02,,,,,,,,33.9,12.9,,138,,22,2.3,0.47,,,,,10.1,31.1,58,,,,,,,,43,,,,,,,,,,1595,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,16/4/2007,בקטוכם,הלל גלזמן,7.64,21,76,6.3,5.36,,,,,,,,24.3,38.4,,123,,13.1,10.1,0.34,,,,,3.2,13.9,177,,,,,,,,,,,680,,,,,,,2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,15/10/2007,בקטוכם,הלל גלזמן,7.87,27.1,90,6.9,2.72,,,,,,,,34.3,54,,120,,21,3.8,2.87,,,,,5.8,27.6,72,,,,,,,,,,,77000,,,,,,,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,1/5/2008,בקטוכם,הלל גלזמן,8.15,23.1,104,8.8,6.4,,,,,,,,,5,,42,,0.05,10.4,0.19,,,,,0.5,1.8,43,,,,,,,,8,,,1100,,,,,,,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,4/11/2008,בקטוכם,הלל גלזמן,8.2,21,90,7.6,5.97,,,,,,,,36.1,21,,210,,18,1.5,0.7,,,,,4.8,33.9,241,,,,,,,,64,,,57000,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,20/4/2009,בקטוכם,הלל גלזמן,8.43,24.1,110,9.2,1.6,,,,,,,,5.3,3.2,,44,,0.05,3,0.04,,,,,1.6,2.3,116,,,,,,,,14.7,,,1100,,,,,,,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,12/10/2009,בקטוכם,הלל גלזמן,7.01,29,163,12.4,8.7,,,,,,,,4.8,3.3,,96,,0.05,0.4,0.1,,,,,0.7,4.3,13,,,,,,,,27.5,,,530,,,,,,,3545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,18/4/2010,בקטוכם,הלל גלזמן,7.82,19,70,6.5,7.9,,,,,,,,12.6,2.3,,41,,0.05,11,0.23,,,,,1.2,1.4,30,,,,,,,,8.2,,,2700,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,18/4/2010,בקטוכם,הלל גלזמן,7.82,19,70,6.5,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,13/10/2010,בקטוכם,הלל גלזמן,7.65,27.5,68,5,7.9,,,,,,,,5.69,5,,60,,0.05,3.2,0.19,,,,,1.48,2.3,102,,,,,,,,16,,,1700,,,,,,,2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,20/6/2011,בקטוכם,הלל גלזמן,8.15,31.4,184,14,10.65,,,,,,,,7.8,16,,184,,0.2,1.1,0.25,,,,,0.76,6.4,233,,,,,,,,67,,,4100,,,,,,,2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,25/10/2011,בקטוכם,הלל גלזמן,7.64,23.8,53,4.5,7.4,,,,,,,,8.12,8.5,,72,,0.05,3.4,0.32,,,,,0.9,4.4,187,,,,,,,,23,,,14000,,,,,,,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,24/5/2012,בקטוכם,הלל גלזמן,7.86,26.7,80,6.4,6.12,,,,,,,,9.22,3.9,,72,,0.3,5.1,0.42,,,,,1.9,3.7,41,,,,,,,,18.7,,,1400,,,,,,,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,14/11/2012,בקטוכם,הלל גלזמן,7.44,20.7,27,2.4,6.71,,,,,,,,14.75,13,,144,,3.5,0.5,0.35,,,,,1.5,13.9,183,,,,,,,,53,,,9000,,,,,,,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,29/4/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,78.4,81,,215,,50,0.62,0.5,,,,,10,77.3,161,,,,,,,,75,,,120000,,,,,,,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ליד מועצה אזורית גלבוע,נחל חרוד,30/10/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.01,4.9,,116,,0.05,2.1,0.014,,,,,0.99,4.9,44,,,,,,,,37,,,1500,,,,,,,3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
